korean_name,english_name,kcd_code,special_code
진행성 핵상안근마비 [스틸-리차드슨-올스제위스키],Progressive supranuclear ophthalmoplegia [Steele-Richardson-Olszewski],G23.1,V190
질식성 흉부형성이상[쥐느],Asphyxiating thoracic dysplasia[Jeune],Q77.2,V228
짧은늑골증후군,Short rib syndrome,Q77.2,V228
짧은사지체구를 동반한 면역결핍,Immunodeficiency with short-limbed stature,D82.2,V111
척수(∼의) 다발경화증,Multiple sclerosis (of) cord,G35,V022
척수공동증 및 연수공동증,Syringomyelia and syringobulbia,G95.0,V172
척수이개증,Diastematomyelia,Q06.2,V180
척추골단형성이상,Spondyloepiphyseal dysplasia,Q77.7,V228
철불응성 철결핍성 빈혈,Iron-refractory iron deficiency anemia,,V900
첨두다지유합증,Acrocephalopolysyndactyly,Q87.0,V185
첨두유합지증,Acrocephalosyndactyly(Apert),Q87.0,V185
청-얀선 증후군,Chung-Jansen syndrome,,V900
"청력소실, 귀이상 혹은 발달지연이 동반되거나 동반되지 않는 선천성 신장 이상 및 요로 증후군(PBX1 관련)","Congenital anomalies of kidney and urinary tract syndrome with or without hearing loss, abnormal ears, or developmental delay(PBX1 related)",,V900
체디아크(-스타인브링크)-히가시증후군,Chediak(-Steinbrinck)-Higashi syndrome,E70.3,V117
체질성 무형성빈혈,Constitutional aplastic anaemia,D61.0,V023
초점성 및 분절성 경화증을 동반한 신증후군,Nephrotic syndrome with focal and segmental sclerosis,N04.1,V263
초점성 및 분절성 사구체병변을 동반한 신증후군,Nephrotic syndrome with focal and segmental glomerular lesions,N04.1,V263
초점성 및 분절성 유리질증을 동반한 신증후군,Nephrotic syndrome with focal and segmental hyalinosis,N04.1,V263
초점성 사구체신염을 동반한 신증후군,Nephrotic syndrome with focal glomerulonephritis,N04.1,V263
초프라-아미엘-고든 증후군,Chopra-Amiel-Gordon syndrome,,V900
촙스 증후군,CHOPS syndrome,,V900
총동맥간,Common arterial trunk,Q20.0,V144
총방실관,Common atrioventricular canal,Q21.2,V269
촤지 증후군,CHARGE syndrome,Q87.8,V267
최소변화병변을 동반한 신증후군,Nephrotic syndrome with minimal change lesion,N04.0,V263
축삭 회전타원체 및 색소침착된 아교세포를 동반한 성인-발병 백질뇌병증(ALSP),Adult-onset leukoencephalopathy with axonal spheroids and pigmented glia (ALSP),,V900
취약X증후군,Fragile X syndrome,Q99.2,V245
층판비늘증,Lamellar ichthyosis,Q80.2,V900
치사성 단신,Thanatophoric short stature,Q77.1,V228
치사성 수포성 표피박리증,Epidermolysis bullosa letalis,Q81.1,V184
치상핵적핵담창구시상하핵 위축증,Dentatorubropallidoluysian atrophy (DRPLA),,V900
칠턴-오쿠르-청 신경발달 증후군,Chilton-Okur-Chung neurodevelopmental syndrome,,V900
카나반 병,Canavan’s disease,E75.2,V900
카다실,"CADASIL, Cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy",F01.1,V122
카라실 증후군,CARASIL syndrome (Cerebral autosomal recessive arteriopathy with subcortical infarcts and leukoencephalopathy),,V900
카무라티-엥겔만증후군,Camurati-Engelmann syndrome,Q78.3,V266
카복실레이스피루브산염의 결핍,Deficiency of carboxylase pyruvate,E74.4,V117
카사바흐-메리트 증후군,Kasabach-meritt syndrome,,V900
카테콜라민 다형성 심실성 빈맥,Catecholaminergic polymorphic ventricular tachycardia,I47.2,V900
카파경쇄결핍,Kappa light chain deficiency,D80.8,V111
카펜터 증후군,Carpenter´s syndrome,Q87.0,V185
칸투증후군,Cantú syndrome,,V900
캐치22(22염색체 미세결실) 증후군,CATCH22 syndrome,Q93.5,V217
컨스-세이어증후군,Kearns-Sayre syndrome,H49.8,V261
케네디 병,Kennedy disease,G12.28,V123
케이비지 증후군,KBG syndrome,,V900
코리병,Cori’s disease,E74.0,V117
코스텔로 증후군,Costello syndrome,,V900
코스트만병,Kostmann’s disease,D70,V108
코오간증후군,Cogan’s syndrome,H16.3,V900
코츠망막병증,Coats retinopathy,H35.0,V260
코케인 증후군,Cockayne syndrome,Q87.1,V158
코핀-로우리 증후군,Coffin-Lowry syndrome,Q87.5,V900
코핀-시리스 증후군,Coffin-Siris syndrome,,V900
코헨 증후군,Cohen syndrome,,V900
콜만증후군,Kallmann’s syndrome,E23.0,V165
쿠울리빈혈,Cooley’s anaemia,D56.1,V232
쿠프스병,Kufs’ disease,E75.4,V117
쿨렌-드 브리스 증후군,Koolen-de Vries syndrome,Q87.8,V900
큐라리노 증후군,Currarino syndrome,,V900
크라베병,Krabbe’s disease,E75.2,V117
크라이오피린 연관 주기 (발열) 증후군,Cryopyrin associated periodic (fever) syndrome,,V900
크레스트증후군,CR(E)ST syndrome,M34.1,V138
크로이츠펠트-야콥병,Creutzfeldt-Jakob disease,A81.0,V102
크론카이드-카나다 증후군,Cronkhite-Canada syndrome,,V900
크루존병,Crouzon’s disease,Q75.1,V151
크리스마스병,Christmas disease,D67,V009
큰뇌이랑증,Pachygyria,Q04.3,V214
"클라인펠터증후군, 두 개 이상의 X염색체를 가진 남성","Klinefelter’s syndrome, male with more than two X chromosomes",Q98.1,V218
"클라인펠터증후군, 핵형 46, XX를 가진 남성","Klinefelter’s syndrome, male with 46,XX karyotype",Q98.2,V218
"클라인펠터증후군, 핵형 47, XXY","Klinefelter’s syndrome karyotype 47, XXY",Q98.0,V218
클리펠-트레노우네이-베버 증후군,Klippel-Trénaunay-Weber syndrome,Q87.2,V243
클리펠-파일증후군,Klippel-Feil syndrome,Q76.1,V900
클리프스트라 증후군,Kleefstra syndrome,,V900
타루이병,Tarui’s disease,E74.0,V117
타우시그-빙증후군,Taussig-Bing syndrome,Q20.1,V144
타이로신대사장애,Disorders of tyrosine metabolism,E70.2,V117
타이로신증,Tyrosinosis,E70.2,V117
타이로신혈증,Tyrosinaemia,E70.2,V117
탄력섬유성거짓황색종,Pseudoxanthoma elasticum,Q82.8,V314
탈수소효소피루브산염의 결핍,Deficiency of dehydrogenase pyruvate,E74.4,V117
태아헤모글로빈의 유전적 존속,Hereditary persistence of fetal haemoglobin [HPFH],D56.4,V232
터프팅장증,Tufting enteropathy (Intestinal epithelial dysplasia),,V900
"털손발톱치아형성이상 1,3형",Trichorhinophalangeal syndrome type I & III,,V900
테이-삭스병,Tay-Sachs’ disease,E75.0,V117
템플 증후군,Temple syndrome,,V900
"퇴행, 이상 운동, 언어 상실과 발작을 동반한 신경발달장애","Neurodevevelopmental disorder with regression, abnormal movements, loss of speech, and seizures",,V900
튜블린병증,Tubulinopathies,,V900
트랜스타이레틴 아밀로이드 심근병증,Transthyretin amyloid cardiomyopathy[ATTR-CM],,V900
트레처-콜린스 증후군,Treacher Collins syndrome,Q75.4,V182
트립토판대사장애,Disorder of tryptophan metabolism,E70.8,V117
특발성 무형성빈혈,Idiopathic aplastic anaemia,D61.3,V023
특발성 비특이성 간질성 폐렴,Idiopathic nonspecific interstitial pneumonia,J84.8,V900
특발성 파킨슨증 또는 파킨슨병,Idiopathic Parkinsonism or Parkinson’s disease,G20,V124
특발성 폐 헤모시데린증,Idiopathic pulmonary hemosiderosis,E83.1,V900
특발성 폐섬유증,Idiopathic pulmonary fibrosis,J84.11,V236
특발성 흉막실질 탄력섬유증,Idiopathic pleuroparenchymal fibroelastosis,J84.18,V900
파르병,Fahr’s Disease,G23.8,V900
파리-롬버르그증후군,Parry-Romberg syndrome,G51.8,V900
파브리(-앤더슨)병,Fabry’s(-Anderson) disease,E75.2,V117
파종성(∼의) 다발경화증,Multiple sclerosis (of) disseminated,G35,V022
파킨슨병,Parkinson’s disease,G20,V124
파킨슨증 또는 파킨슨병 NOS,Parkinsonism or Parkinson’s disease  NOS,G20,V124
판막상부 대동맥협착,Supravalvular aortic stenosis,Q25.3,V272
판코니(-드토니)(-드브레)증후군,Fanconi(-de Toni)(-Debré)syndrome,E72.0,V117
판코니빈혈,Fanconi’s anaemia,D61.0,V023
팔로네징후,Tetralogy of Fallot,Q21.3,V269
팰리스터-킬리언 증후군,Pallister-Killian syndrome,Q99.8,V900
팰리스터-홀 증후군,Pallister-Hall syndrome,,V900
페닐알라닐 t-RNA 합성효소 결핍증,Phenylalanyl t-RNA synthetase deficiency,,V900
페르헤이 증후군,Verheij syndrome,,V900
페인골드 증후군 유형 1,Feingold syndrome type 1,,V900
펠란-맥더미드 증후군(22장완 13.3 결손 증후군),Phelan-McDermid syndrome(22q13.3 deletion syndrome),Q87.8,V900
펠리제우스-메르츠바하병,Pelizaeus-Merzbacher disease,E75.2,V900
편측파킨슨증,Hemiparkinsonism,G20,V124
폐동맥 슬링,Pulmonary artery sling,Q25.7,V900
"폐동맥 협착 또는 폐쇄, 대동맥의 우측위치 및 우심실비대를 동반한 심실중격결손","Ventricular septal defect with pulmonary stenosis or atresia, dextroposition of aorta and hypertrophy of right ventricle",Q21.3,V269
폐동맥의 폐쇄,Atresia of pulmonary artery,Q25.5,V149
폐동맥판폐쇄,Pulmonary valve atresia,Q22.0,V145
폐색성 비대성 심근병증,Obstructive hypertrophic cardiomyopathy,I42.1,V127
폐색혈전혈관염[버거병],Thromboangiitis obliterans[Buerger],I73.1,V129
폐의 모세관성 혈관종증,Pulmonary capillary hemangiomatosis,,V900
폐의 사르코이드증,Sarcoidosis of lung,D86.0,V111
폐정맥의 부정렬을 동반한 폐포 모세혈관 형성이상,Alveolar capillary dysplasia with misalignment of pulmonary veins[ACD/MPV],,V900
폐증상을 동반한 낭성 섬유증,Cystic fibrosis with pulmonary manifestations,E84.0,V120
폐침범 동반 전신홍반루푸스,Systemic lupus erythematosus with lung involvement,M32.1,V136
폐침범을 동반한 다발동맥염[처그-스트라우스],Polyarteritis with lung involvement [Churg- Strauss],M30.1,V134
폐침범을 동반한 전신경화증,Systemic sclerosis with lung involvement,M34.8,V138
폐침범을(를) 동반한 쉐그렌증후군,Sjogren’s syndrome with lung involvement,M35.0,V139
폐포단백질증,Alveolar proteinosis,J84.0,V222
포도당 수송자 1 결핍증,"Glucose transporter type1, GLUT1 deficiency",G93.4,V900
포도당-6-인산탈수소효소결핍에 의한 빈혈,Anaemia due to glucose-6- phosphate dehydrogenase [G6PD] deficiency,D55.0,V163
포도막귀밑샘열,Uveoparotid fever[Heerfordt],D86.8,V111
포르브스병,Forbes’ disease,E74.0,V117
포르피린증 NOS,Porphyria NOS,E80.2,V118
포스포에놀피루브산염카르복시카이네이스의 결핍,Deficiency of phosphoenolpyruvate carboxykinase,E74.4,V117
포이츠-제거스 증후군,Peutz-Jeghers syndrome,Q85.8,V216
포토키-룹스키 증후군,Potocki-Lupski syndrome,Q92.3,V900
폰 히펠-린다우 증후군,Von Hippel-Lindau syndrome,Q85.8,V216
폰기에르케병,von Gierke’s disease,E74.0,V117
폰렉클링하우젠병,Von Recklinghausen’s disease,Q85.0,V156
폰빌레브란트병,Von Willebrand’s disease,D68.0,V009
폴란드증후군,Poland’s syndrome,Q79.8,V155
폼페병,Pompe’s disease,E74.0,V117
푸고스축적증,Fucosidosis,E77.1,V117
푸마라제 결핍(증),Fumarase deficiency,,V900
푸아리에-비엥브뉴 신경발달 증후군,Poirier-Bienvenu neurodevelopmental syndrome,,V900
푹스디스트로피,Fuchs dystrophy,H18.5,V307
퓨린뉴클레오사이드인산화효소결핍,Purine nucleoside phosphorylase[PNP] deficiency,D81.5,V111
프라더-윌리 증후군,Prader-Willi syndrome,Q87.1,V158
프란체스쉐티 증후군,Franceschetti syndrome,Q75.4,V182
프레이저 증후군,Fraser’s syndrome,Q87.0,V900
프레이저 증후군,Frasier syndrome,,V900
프로악셀레린결핍,Proaccelerin deficiency,D68.2,V009
프로피온산혈증,Propionic acidaemia,E71.1,V117
프리드라이히운동실조(보통염색체열성),Friedreich’s ataxia(autosomal recessive),G11.1,V123
플로우팅 하버 증후군,Floating-Harbor syndrome,,V900
피루브산염대사 및 포도당신합성 장애,Disorders of pyruvate metabolism and gluco- neogenesis,E74.4,V117
피루브산염카이네이스결핍빈혈,Pyruvate kinase[PK] deficiency anaemia,D55.2,V164
피부의 사르코이드증,Sarcoidosis of skin,D86.3,V111
피서르스-보드머 증후군,Vissers-Bodmer syndrome,,V900
피어슨 증후군,Pearson syndrome,,V900
피어슨 증후군[Pierson syndrome],Pierson syndrome,,V900
피어폰트 증후군,Pierpont syndrome,,V900
피질하 낭을 동반한 거대뇌성 백질뇌병증,Megalencephalic leukoencephalopathy with subcortical cysts,,V900
피트 홉킨스 증후군,Pitt-Hopkins syndrome,,V900
필라롭스키-비욘슨 증후군,Pilarowski-Bjornsson syndrome,,V900
필레증후군,Pyle’s syndrome,Q78.5,V215
하다드 증후군,Haddad syndrome,G47.31,V900
하악안면골이골증,Mandibulofacial dysostosis,Q75.4,V182
하이드록시라이신혈증,Hydroxylysinaemia,E72.3,V117
하쥬-체니 증후군,Hadju-Cheney syndrome,,V900
하트넙병,Hartnup’s disease,E72.0,V117
한랭글로불린혈증성 혈관염,Cryoglobulinaemic vasculitis,D89.1,V294
할러포르덴-스파츠병,Hallervorden-Spatz disease,G23.0,V257
할리퀸태아,Harlequin fetus,Q80.4,V300
항인지질증후군,Antiphospholipid syndrome,D68.6,V253
항체결손이 현저한 기타 면역결핍,Other immunodeficiencies with predominantly antibody defects,D80.8,V111
항트롬빈결핍,Antithrombin deficiency,D68.5,V900
해당효소의 장애에 의한 빈혈,Anaemia due to disorders of glycolytic enzymes,D55.2,V164
"핵형45, X","Karyotype 45, X",Q96.0,V021
"핵형46, X동인자(Xq)","Karyotype 46, X iso(Xq)",Q96.1,V021
허스병,Hers’ disease,E74.0,V117
헌터-맥칼파인 증후군,Hunter-McAlpine syndrome,,V900
헌터증후군,Hunter’s syndrome,E76.1,V117
헌팅톤무도병,Huntington’s chorea,G10,V123
헌팅톤병,Huntington’s disease,G10,V123
헐러-샤이에증후군,Hurler-Scheie syndrome,E76.0,V117
헐러증후군,Hurler syndrome,E76.0,V117
헤르만스키-푸들라크증후군,Hermansky-Pudlak syndrome,E70.3,V117
헤를리츠증후군,Herlitz’ syndrome,Q81.1,V184
헤모글로빈 사우샘프턴(헤모글로빈 캐스퍼),Hemoglobin Southampton (Hemoglobin Casper),,V900
헤이-웰스증후군 (안검유착-외배엽 결손),Hay-Wells syndrome (Ankyloblepharon-ectodermal defects),Q82.4,V900
헤임러 증후군,Heimler syndrome,,V900
헥소카이네이스결핍빈혈,Hexokinase deficiency anaemia,D55.2,V164
현미경적 다발동맥염,Microscopic polyarteritis,M31.7,V238
현저한 면역조절T-세포장애에 의한 공통 가변성 면역결핍,Common variable immunodeficiency with predominant immunoregulatory T-cell disorders,D83.1,V111
혈관결손이 있는 제8인자결핍,Factor Ⅷ deficiency with vascular defect,D68.0,V009
혈관혈우병(Angiohaemophilia),Angiohaemophilia,D68.0,V009
혈관혈우병(Vascular haemophilia),Vascular haemophilia,D68.0,V009
혈구탐식성 림프조직구증,Haemophagocytic lymphohistiocytosis,D76.1,V110
혈색소증,Haemochromatosis,E83.1,V255
혈소판감소 및 습진을 동반한 면역결핍,Immunodeficiency with thrombocytopenia and eczema,D82.0,V111
혈소판무력증(출혈성)(유전성),Thromboasthenia (haemorrhagic)(hereditary),D69.1,V106
혈소판병증,Thrombocytopathy,D69.1,V106
혈우병 NOS,Haemophilia NOS,D66,V009
혈장트롬보플라스틴성분결핍,Plasma thromboplastin component[PTC] deficiency,D67,V009
혈장트롬보플라스틴전구물질결핍,Plasma thromboplastin antecedent [PTA] deficiency,D68.1,V009
혈전성 미세혈관병증,Thrombotic microangiopathy,M31.1,V135
혈전성 혈소판감소성 자반,Thrombotic thrombocytopenic purpura,M31.1,V135
형성저하성 우심증후군,Hypoplastic right heart syndrome,Q22.6,V146
형성저하성 좌심증후군,Hypoplastic left heart syndrome,Q23.4,V147
호모시스틴뇨,Homocystinuria,E72.1,V117
호중구감소 NOS,Neutropenia NOS,D70,V108
호중구감소성 비장비대,Neutropenic splenomegaly,D70,V108
혼합결합조직병,Mixed connective tissue disease,M35.1,V139
홀트-오람 증후군,Holt-Oram syndrome,Q87.2,V243
홍채각막내피증후군,Iridocorneal endothelial syndrome,,V900
화버증후군,Farber’s syndrome,E75.2,V117
화이트-서튼 증후군,White-Sutton syndrome,,V900
확대된 전정수도관 증후군,Enlarged vestibular aqueduct syndrome,,V900
활동성 구루병,"Rickets, active",E55.0,V207
활성화된 PI3K 델타 증후군,Activated PI3K Delta Syndrome,,V900
활택뇌증,Lissencephaly,Q04.3,V900
횡격막 탈출,Eventration of diaphragm,Q79.1,V155
횡격막결여,Absence of diaphragm,Q79.1,V155
횡격막의 기타 선천기형,Other congenital malformations of diaphragm,Q79.1,V155
횡격막의 선천기형 NOS,Congenital malformation of diaphragm NOS,Q79.1,V155
효소결핍과 관련된 선천성 부신생식기장애,Congenital adrenogenital disorders associated with enzyme deficiency,E25.0,V115
"후두와, 혈관종, 동맥병변, 심혈관, 눈 증후군[PHACE 증후군]","Posterior fossa, hemangioma, arterial lesion, cardiovascular, eye syndrome[PHACE syndrome]",,V900
후천성 수포성 표피박리증,Acquired epidermolysis bullosa,L12.3,V176
휘파람부는 얼굴,Whistling face,Q87.0,V185
흉선성 림프조직무형성,Thymic alymphoplasia,D82.1,V111
흉터유사천포창,Cicatricial pemphigoid,L12.1,V212
히스티딘대사장애,Disorder of histidine metabolism,E70.8,V117
힘줄의 결여,Absence of tendon,Q79.8,V155
